pmid	year	free_full_text	type	doi	title
20535528	2011	yes	primary	10.1007/s11060-010-0254-1	Molecular analysis of WWOX expression correlation with proliferation and apoptosis in glioblastoma multiforme
20530675	2010	yes	primary	10.1158/0008-5472.CAN-09-4602	Frequent attenuation of the WWOX tumor suppressor in osteosarcoma is associated with increased tumorigenicity and aberrant RUNX2 expression
20480411	2010	no	primary	10.1007/s13277-010-0039-3	WWOX gene may contribute to progression of non-small-cell lung cancer (NSCLC)
20432460	2010	yes	review	10.1002/jcp.22162	Shepherding AKT and androgen receptor by Ack1 tyrosine kinase
20401669	2011	yes	primary	10.1007/s00432-010-0880-1	The prognostic significance of WWOX expression in patients with breast cancer and its association with the basal-like phenotype
20190683	2010	no	primary		Breast cancer relapse prediction based on multi-gene RT-PCR algorithm
20146584	2010	yes	review	10.2217/fon.09.152	WWOX gene and gene product: tumor suppression through specific protein interactions
19936220	2009	yes	primary	10.1371/journal.pone.0007775	Generation and characterization of mice carrying a conditional allele of the Wwox tumor suppressor gene
19918364	2009	yes	primary	10.1371/journal.pone.0007820	Dramatic co-activation of WWOX/WOX1 with CREB and NF-kappaB in delayed loss of small dorsal root ganglion neurons upon sciatic nerve transection in rats
19832807	2010	yes	primary	10.1111/j.1365-2141.2009.07943.x	Genome wide DNA-profiling of HIV-related B-cell lymphomas
19774227	2009	yes	primary	10.1371/journal.pone.0006822	Image-based assessment of growth and signaling changes in cancer cells mediated by direct cell-cell contact
19700237	2010	yes	primary	10.1016/j.canlet.2009.07.017	Oncosuppressor proteins of fragile sites are reduced in cervical cancer
19500159	2009	no	primary	10.1111/j.1601-183X.2009.00502.x	A spontaneous mutation of the Wwox gene and audiogenic seizures in rats with lethal dwarfism and epilepsy
19484134	2009	yes	primary	10.1371/journal.pone.0005755	Complement C1q activates tumor suppressor WWOX to induce apoptosis in prostate cancer cells
19434452	2009	yes	primary	10.1245/s10434-009-0507-4	Coordinate loss of fragile gene expression in pancreatobiliary cancers: correlations among markers and clinical features
19366691	2009	yes	primary	10.1074/jbc.M806688200	Transforming growth factor beta1 signaling via interaction with cell surface Hyal-2 and recruitment of WWOX/WOX1
19352382	2009	yes	primary	10.1038/sj.bjc.6604986	Hypermethylation-mediated reduction of WWOX expression in intraductal papillary mucinous neoplasms of the pancreas
19188760	2009	no	primary	10.1159/000197911	Association between CpG island methylation of the WWOX gene and its expression in breast cancers
19144635	2009	yes	primary	10.1074/jbc.M806877200	Down-regulation of active ACK1 is mediated by association with the E3 ubiquitin ligase Nedd4-2
19130459	2009	yes	primary	10.1002/cncr.24103	Fragile histidine triad protein, WW domain-containing oxidoreductase protein Wwox, and activator protein 2gamma expression levels correlate with basal phenotype in breast cancer
19035517	2009	yes	primary	10.1002/pros.20891	Genome-wide linkage scan for prostate cancer susceptibility from the University of Michigan Prostate Cancer Genetics Project: suggestive evidence for linkage at 16q23
19011694	2008	yes	primary	10.1371/journal.pone.0003740	Integrative microRNA and proteomic approaches identify novel osteoarthritis genes and their collaborative metabolic and inflammatory networks
18974271	2009	yes	primary	10.1210/en.2008-1087	Targeted ablation of the WW domain-containing oxidoreductase tumor suppressor leads to impaired steroidogenesis
18674750	2008	yes	primary	10.1016/j.ajhg.2008.07.002	WW-domain-containing oxidoreductase is associated with low plasma HDL-C levels
18629536	2009	yes	primary	10.1007/s00432-008-0449-4	Loss of WWOX expression in human extrahepatic cholangiocarcinoma
18620777	2008	yes	primary	10.1016/j.jhep.2008.05.015	The JNK inhibitor SP600129 enhances apoptosis of HCC cells induced by the tumor suppressor WWOX
18487609	2008	yes	primary	10.1074/jbc.M800855200	The WWOX tumor suppressor is essential for postnatal survival and normal bone metabolism
18485879	2008	yes	primary	10.1016/j.cell.2008.03.021	Large-scale mutagenesis in p19(ARF)- and p53-deficient mice identifies cancer genes and their collaborative networks
18460020	2008	yes	primary	10.1111/j.1349-7006.2008.00841.x	Role of the WWOX gene, encompassing fragile region FRA16D, in suppression of pancreatic carcinoma cells
18452537	2008	yes	primary	10.1111/j.1365-2559.2008.03033.x	Low levels of WWOX protein immunoexpression correlate with tumour grade and a less favourable outcome in patients with urinary bladder tumours
18061530	2008	yes	primary	10.1016/j.oraloncology.2007.08.019	Molecular alterations in the tumor suppressor gene WWOX in oral leukoplakias
18047428	2007	yes	primary	10.1089/thy.2007.0232	Association between decreased WWOX protein expression and thyroid cancer development
17890317	2007	yes	primary	10.1073/pnas.0707628104	MicroRNA-29 family reverts aberrant methylation in lung cancer by targeting DNA methyltransferases 3A and 3B
17823927	2007	yes	primary	10.1002/gcc.20497	WWOX hypomorphic mice display a higher incidence of B-cell lymphomas and develop testicular atrophy
17704139	2007	no	primary	10.1158/1541-7786.MCR-07-0211	Wwox suppresses prostate cancer cell growth through modulation of ErbB2-mediated androgen receptor signaling
17679088	2007	yes	primary	10.1016/j.molcel.2007.06.012	An AT-rich sequence in human common fragile site FRA16D causes fork stalling and chromosome breakage in S. cerevisiae
17609426	2007	no	primary	10.1182/blood-2007-02-075069	Gene mapping and expression analysis of 16q loss of heterozygosity identifies WWOX and CYLD as being important in determining clinical outcome in multiple myeloma
17575124	2007	yes	primary	10.1158/0008-5472.CAN-07-1081	Inactivation of the Wwox gene accelerates forestomach tumor progression in vivo
17567906	2007	yes	primary	10.1186/1471-2199-8-50	Zfra affects TNF-mediated cell death by interacting with death domain protein TRADD and negatively regulates the activation of NF-kappaB, JNK1, p53 and WOX1 during stress response
17546048	2007	yes	primary	10.1038/sj.onc.1210559	Epigenetic identification of ADAMTS18 as a novel 16q23.1 tumor suppressor frequently silenced in esophageal, nasopharyngeal and multiple other carcinomas
17360458	2007	yes	primary	10.1073/pnas.0609783104	Targeted deletion of Wwox reveals a tumor suppressor function
16941225	2006	yes	primary	10.1007/s10735-006-9046-5	WWOX protein expression in normal human tissues
16895604	2006	yes	primary	10.1186/1471-2407-6-205	A novel approach to simultaneously scan genes at fragile sites
16888633	2006	no	primary	10.1038/sj.jid.5700470	Expression profiling of UVB response in melanocytes identifies a set of p53-target genes
16818616	2006	no	primary	10.1158/0008-5472.CAN-06-0956	A role for the WWOX gene in prostate cancer
16393779	2005	no	review	10.1080/15216540500389039	WW or WoW: the WW domains in a union of bliss
16280054	2005	yes	primary	10.1186/bcr1337	Expression analysis of candidate breast tumour suppressor genes on chromosome 16q
16223882	2005	yes	primary	10.1073/pnas.0505485102	WWOX gene restoration prevents lung cancer growth in vitro and in vivo
16219768	2005	no	primary	10.1074/jbc.M505590200	WOX1 is essential for tumor necrosis factor-, UV light-, staurosporine-, and p53-mediated cell death, and its tyrosine 33-phosphorylated form binds and stabilizes serine 46-phosphorylated p53
16187332	2005	yes	primary	10.1002/mc.20122	Expression of common chromosomal fragile site genes, WWOX/FRA16D and FHIT/FRA3B is downregulated by exposure to environmental carcinogens, UV, and BPDE but not by IR
16152610	2006	yes	primary	10.1002/ijc.21446	Characterization of the tumor suppressor gene WWOX in primary human oral squamous cell carcinomas
15982416	2005	yes	primary	10.1186/1471-2407-5-64	WWOX protein expression varies among ovarian carcinoma histotypes and correlates with less favorable outcome
15870886	2005	yes	primary	10.3892/ijo.26.6.1681	WWOX mRNA expression profile in epithelial ovarian cancer supports the role of WWOX variant 1 as a tumour suppressor, although the role of variant 4 remains unclear
15798093	2005	no	primary	10.1158/1541-7786.MCR-04-0209	Components of DNA damage checkpoint pathway regulate UV exposure-dependent alterations of gene expression of FHIT and WWOX at chromosome fragile sites
15692750	2005	yes	primary	10.1007/s10549-004-1474-x	Frequent loss of WWOX expression in breast cancer: correlation with estrogen receptor status
15266310	2004	yes	primary	10.1038/sj.bjc.6602023	Frequent downregulation and loss of WWOX gene expression in human hepatocellular carcinoma
15126504	2004	no	primary	10.1074/jbc.M401399200	Down-regulation of WW domain-containing oxidoreductase induces Tau phosphorylation in vitro. A potential role in Alzheimer's disease
15073846	2004	no	primary	10.1002/cncr.20137	The fragile genes FHIT and WWOX are inactivated coordinately in invasive breast carcinoma
15070730	2004	yes	primary	10.1073/pnas.0400805101	Functional association between Wwox tumor suppressor protein and p73, a p53 homolog
15064722	2004	yes	primary	10.1038/sj.onc.1207680	WWOX binds the specific proline-rich ligand PPXY: identification of candidate interacting proteins
14526170	2003	yes	primary	10.1159/000072844	WWOX, the common chromosomal fragile site, FRA16D, cancer gene
12719539	2003	yes	primary	10.1073/pnas.0931262100	Parkin, a gene implicated in autosomal recessive juvenile parkinsonism, is a candidate tumor suppressor gene on chromosome 6q25-q27
12514174	2003	no	primary	10.1074/jbc.M208373200	JNK1 physically interacts with WW domain-containing oxidoreductase (WOX1) and inhibits WOX1-mediated apoptosis
11960552	2002	yes	primary	10.1186/1471-2121-3-8	Transforming growth factor-beta1 blocks the enhancement of tumor necrosis factor cytotoxicity by hyaluronidase Hyal-2 in L929 fibroblasts
11572989	2001	yes	primary	10.1073/pnas.191175898	WWOX: a candidate tumor suppressor gene involved in multiple tumor types
11058590	2001	no	primary	10.1074/jbc.M007140200	Hyaluronidase induction of a WW domain-containing oxidoreductase that enhances tumor necrosis factor cytotoxicity
